"173","飛揚國際旅遊有限公司","澳門北京街170至192號C廣發商業中心十三樓E座","+853 2870 0196, +853 2870 0197"
"4","殷理基集團有限公司","澳門宋玉生廣場258號建興龍廣場21樓 R 座","+853 2857 2418"
"12470","浚暉旅行社有限公司","澳門宋玉生廣場249; 255; 263號中土大廈15樓K座","+853 2875 1519"
"10663","國際時訊旅遊有限公司","澳門巴波沙大馬路新城市商業中心Y及BH舖","+853 2850 9062"
"12563","探索號文化旅遊","澳門友誼大馬路1023號南方大廈3樓R3室","+853 2856 5028"
"12182","智盛旅遊有限公司","澳門北京街174號廣發商業中心8樓E座","+853 2889 9901"
"12102","華盛國際旅遊有限公司","澳門北京街174號廣發商業中心6樓G座","+853 2870 2757"
"12013","華澳國際旅遊有限公司","澳門北京街230-246號金融中心10樓L座","+853 2855 5211"
"12714","開心假期旅遊有限公司","澳門沙梨頭南街19號華寶商業中心8A","+853 2872 1089"
"11949","雄獅旅行社有限公司","澳門高士德大馬路90-A號寶安大廈地下A座及閣樓","+853 2855 5393"
"40","雅德旅遊有限公司","澳門東望洋街3-A號""A""地下及閣樓","+853 2831 3928"
"12411","順安國際旅行社有限公司","澳門馬場北大馬路293號華景園第二座地下L座","+853 2822 2233"
"8","新新麗華旅行社有限公司","澳門約翰四世大馬路4-4A號中華廣場地下 ""S"" 及 ""T""","+853 2871 5432"
"118","萬國旅遊集團有限公司","澳門友誼大馬路1023號南方大廈4樓I座","+853 2851 5333"
"14042","漢程旅行社有限公司","澳門北京街174號廣發商業中心13樓C座","+853 2821 5560"
"10688","銀河之旅有限公司","路氹城蓮花海濱大馬路東面及望德聖母灣大馬路南面 “銀河” 酒店地面層","+853 8883 3622"
"111","學聯旅遊 (澳門)","澳門板樟堂街16號I顯利商業大廈3樓""41""室至""42""室","+853 2831 1100"
"9","澳門中國旅行社股份有限公司","澳門羅理基博士大馬路223-225號南光大廈12樓","+853 2870 0888"
"102","澳門中國國際旅行社有限公司","澳門巴掌圍斜巷19號南粵商業中心五樓","+853 8394 0209"
"102","澳門中國國際旅行社有限公司","澳門馬統領巷12號利高大廈及利富大廈地下T座","+853 2828 0725"
"12427","澳門易達假期國際旅行社有限公司","澳門北京街126號怡德商業中心17樓D","+853 2878 9936"
"17","澳門信德國旅旅行社有限公司","澳門新口岸友誼大馬路外港客運碼頭1樓1632至1635室及1646至1649室","+853 8296 2633"
"30","澳門拱北旅遊發展有限公司","澳門 宋玉生廣場 249-263號 百德大廈（中土）5楼K","+853 2855 2355"
"14255","澳門通旅行社有限公司","澳門宋玉生廣場330號富達花園地下AY座","+853 2878 7873"
"12734","澳門葡京旅行社有限公司","澳門勞動節大馬路358號及黑沙環新街307號金海山花園第11座地下D及閣仔","+853 2883 5427"
"80","澳門錦倫旅行社有限公司","澳門水坑尾街179號地下","+853 2833 6611"
"116","環宇國際旅運有限公司","澳門羅理基博士大馬路600-E號第一國際商業中心19樓1901-1906室","+853 8799 9999"
"13661","環球國際旅遊有限公司","澳門美麗街21及21-A號怡美大廈1樓A","+853 2885 5133"
"12988","瀛海旅遊有限公司","澳門北京街126號怡德商業中心23樓D室","+853 6570 8558"
"67","DESTINATION MANAGEMENT (MACAU)","澳門新口岸高美士街576號鴻安中心第二座18樓K室","+853 2872 5590"
"5","STDM 旅行社有限公司","澳門友誼大馬路549、555、561及567號澳門置地廣場P10-08","+853 2871 0360"
"11986","一帶一路旅行社有限公司","澳門友誼大馬路1023號南方大廈2樓B座","+853 2870 4255"
"12594","七洲國際旅行社有限公司","澳門宋玉生廣場258號建興龍廣場5樓T座","+853 2870 7468"
"14436","九運旅行社","澳門勞動節大馬路161-253號廣福祥花園1樓FI座","+853 2899 9982"
"10750","八達旅行社有限公司","澳門南灣大馬路369-371號京澳大廈12樓C室","+853 2838 9870"
"13243","力恆旅行社有限公司","澳門友誼大馬路1023號南方大廈1樓H座","+853 2855 5771"
"14626","十三國際旅遊有限公司","澳門高美士街33號及宋玉生廣場682號，""利澳酒店""23樓2309室",""
"14318","三友旅行社有限公司","澳門羅理基博士大馬路600-E號第一國際商業中心11樓P11-03","+853 2845 3933"
"11568","大富翁旅行社有限公司","澳門羅理基博士大馬路600-E號第一國際商業中心10樓1008室","+853 2870 0266"
"12719","中天旅行社有限公司","澳門北京街126號怡德商業中心9樓E","+853 2893 0032"
"14337","中和旅遊有限公司","澳門宋玉生廣場411及417號皇朝廣場19樓""R""","+853 2870 3331"
"12339","中星國旅旅行社有限公司","澳門北京街174號廣發商業中心12樓C座","+853 2834 6641"
"14583","中國青年(澳門)旅行社","澳門北京街230、244及246號澳門金融中心8樓J座","+853 2870 3030"
"178","中港通旅行社","澳門宋玉生廣場180號東南亞商業中心12樓A","+853 2821 2520"
"12424","中廣旅行社","澳門鏡湖馬路129號惠昌大廈地下A座及閣仔","+853 2835 4311"
"76","中澳旅行社有限公司","澳門冼星海大馬路105號金龍中心10樓D座","+853 2875 3038"
"154","中澳通旅行社","澳門友誼大馬路1023號南方大廈3樓E座及F座","+853 2835 2222"
"10948","五州旅遊有限公司","澳門友誼大馬路201號新建業商業中心15樓D座","+853 2878 7400"
"12951","天基國際旅遊有限公司","澳門沙梨頭南街19號華寶商業中心11樓J座","+853 2855 5067"
"135","比哥旅行社有限公司","氹仔永誠街無門牌鴻業大廈地下R","+853 2884 1587, +853 2884 1589"
"14602","世春國際旅遊有限公司","澳門宋玉生廣場180號東南亞商業中心5樓T座","+853 2855 6690"
"54","世強旅行社有限公司","澳門殷皇子大馬路60號至64號7樓","+853 2871 3717"
"14566","立昇旅行社","澳門羅理基博士大馬路600-E號第一國際商業中心1樓P1-08室","+853 2823 4444"
"12571","光輝(國際)旅行社","澳門南灣大馬路619號時代商業中心15樓G","+853 2882 7917"
"11966","合金旅行社有限公司","澳門友誼大馬路1023號南方大廈2樓AC","+853 2855 5376"
"13947","合瀛國際旅行社有限公司","澳門北京街230、244及246號澳門金融中心5樓D座","+853 2850 8866"
"13588","地平線文化旅遊有限公司","澳門北京街230、244及246號澳門金融中心10樓D","+853 2855 5300"
"150","安泰旅行社有限公司","澳門宋玉生廣場181-187號光輝商業中心14樓G","+853 2842 0035"
"115","成功國際旅遊有限公司","澳門南灣大馬路619號時代商業中心19樓E","+853 2871 3200"
"11182","旭昇旅行社有限公司","澳門北京街126號怡德商業中心11樓D座","+853 2883 3700"
"14388","江南國際旅行社有限公司","澳門長壽大馬路507號新寶花園地下G1舖","+853 2843 0966"
"14569","百川環球旅行社有限公司","路環蝴蝶街25號金光大道尚巒地下E座","+853 2843 1453"
"59","利友旅遊","澳門友誼大馬路及孫逸仙大馬路，澳門漁人碼頭，古羅馬劇場地下23號舖","+853 2833 7333"
"103","利民旅遊","澳門北京街230、244及246號澳門金融中心8樓K座","+853 2878 5668"
"14564","岐關旅行社有限公司","澳門宋玉生廣場181及187號光輝(集團)商業中心4樓W","+853 2892 3538"
"14292","身心康泰旅行社(澳門)有限公司","澳門南灣大馬路429號南灣商業中心16樓A","+853 2888 6860"
"86","迅達旅行社有限公司","澳門羅保博士街34-36號廠商會大廈4樓4A1室","+853 2871 3636"
"81","京澳旅遊","澳門北京街202-246號澳門金融中心17樓M座","+853 2870 0044"
"13","佳暉旅行社有限公司","澳門冼星海大馬路105號金龍中心10樓N","+853 2845 5805"
"10552","奇峰旅遊有限公司","澳門畢仕達大馬路26號中福商業中心9樓J座","+853 2872 7575"
"126","宗龍旅行社有限公司","澳門宋玉生廣場258號建興龍廣場19樓G座","+853 2835 6220"
"13658","尚享國際旅遊有限公司","澳門北京街126號怡德商業中心7樓D","+853 2899 0871"
"11219","尚盈旅行社有限公司","澳門海港街63號澳門國際中心第一幢地庫1層E-2舖","+853 2855 9855"
"10967","幸福國際旅遊有限公司","澳門馬場海邊馬路6號錦繡花園地下","+853 2840 0783"
"12586","昊達旅遊有限公司","澳門北京街174號廣發商業中心12樓E","+853 2857 5982"
"74","明仁旅行社有限公司","澳門馬統領圍5號地下","+853 2871 0034"
"13044","明泰國際旅遊有限公司","澳門北京街126號怡德商業中心9樓D","+853 2888 9887"
"14435","東鼎國際旅行社有限公司","澳門宋玉生廣場180號東南亞商業中心16樓U","+853 2826 1488"
"10981","東駿旅遊有限公司","澳門水坑尾街20-B號婦聯大廈7樓N座","+853 2872 7640"
"152","油蔴地旅遊(澳門)有限公司","澳門板樟堂街16號F至16號L4樓E-53","+853 2855 0565"
"11183","金亮澳門旅運有限公司","澳門北京街230、244及246號澳門金融中心12樓D座","+853 2832 1368"
"12233","金順國際旅遊有限公司","澳門新口岸北京街174號廣發商業中心6樓E座","+853 2870 1501"
"12031","金蓮花旅行社有限公司","澳門宋玉生廣場336、342號誠豐商業中心13樓G座","+853 2872 3082"
"175","金澳旅運有限公司","澳門上海街175號澳門中華總商會大廈8樓F室","+853 2858 4499"
"12692","長隆集團(澳門)國際旅遊有限公司","澳門南灣湖景大馬路810號及澳門商業大馬路337、341、345及349號財神商業中心15樓C、D及E","+853 2850 8288"
"12195","信明旅運集團有限公司","澳門宋玉生廣場258號建興龍廣場5樓B座","+853 2872 3022"
"12676","冠忠(澳門)旅行社有限公司","澳門宋玉生廣場180號東南亞商業中心12樓V室","+853 2821 2560"
"56","威廣旅行社(澳門)有限公司","澳門北京街174號廣發商業中心14樓E","+853 2858 0888"
"14324","星月環球旅遊有限公司","澳門宋玉生廣場180號東南亞商業中心10樓F","+853 2826 0899"
"160","星威旅行社","澳門馬統領街32號廠商會大廈15樓D座","+853 2871 5523"
"12553","星港旅行社","澳門北京街230、244及246號澳門金融中心10樓G室","+853 2870 1549"
"132","星華旅行社有限公司","澳門冼星海大馬路105號金龍中心11樓F座","+853 2843 6685"
"163","星際旅遊有限公司","澳門沙梨頭南街19號華寶商業中心4樓C","+853 2843 0888"
"11994","星澳國際旅遊有限公司","澳門北京街174號廣發商業中心17樓G","+853 2892 3315"
"112","昭日旅遊有限公司","澳門北京街174號廣發商業中心10樓A","+853 2870 4199"
"14418","柏麗旅遊","澳門宋玉生廣場180號東南亞商業中心19樓V","+853 2888 8228"
"142","皇太子旅行社有限公司","澳門得勝馬路2-4號皇都酒店地庫一層","+853 2855 2222 - 101, +853 120"
"26","美麗華均輝(澳門)有限公司","澳門荷蘭園大馬路117號","+853 2855 3777"
"63","美麗華旅行社有限公司","澳門宋玉生廣場180號東南亞商業中心14樓L座","+853 2852 9111"
"174","飛萬里旅行社","澳門北京街230-246澳門金融中心17樓A座","+853 2884 4733"
"14368","飛聯旅遊有限公司","澳門羅理基博士大馬路600-E號第一國際商業中心18樓P18-04室","+853 2835 6668"
"34","海威旅遊有限公司","澳門友誼大馬路南方大廈第1幢6樓C座","+853 2870 6648"
"10794","海景旅行社有限公司","澳門沙梨頭南街19號華寶商業中心14樓D座及E座","+853 2895 1032"
"14316","珠江旅遊有限公司","澳門羅保博士街1及3號澳門國際銀行大廈15樓J (1510室)","+853 2822 2828"
"14306","祝安旅遊有限公司","路氹填海區，射擊路，溜冰路，網球路及機場大馬路，""上葡京""酒店2樓231舖","+853 2870 5332"
"140","高飛旅遊服務有限公司","澳門賣菜街信恆大廈3號A地下","+853 2889 9999"
"13988","健行旅行社","澳門東望洋新街23號美利閣地庫3樓XCC/V座","+853 2833 0319"
"10749","國泰旅行社有限公司","澳門宋玉生廣場258號建興龍廣場5樓P座","+853 2843 0800"
"170","國航假期旅遊有限公司","澳門羅理基博士大馬路600-E號第一國際商業中心18樓1803室","+853 8799 9977"
"14359","密利拿中葡國際旅行社","澳門畢仕達大馬路26及54-B號中福商業中心10樓C座","+853 2875 2153"
"11778","康訊旅遊","澳門北京街126號怡德商業中心24樓F","+853 2892 2589"
"11035","盛澳國際旅遊有限公司","澳門北京街174號廣發商業中心10樓D座","+853 2871 9128"
"12760","盛懿旅行社","澳門海港街63號澳門國際中心第一座地庫1層H舖","+853 2888 2810"
"14424","眾聯國際旅行社","澳門北京街126號怡德商業中心16樓D","+853 2851 5005"
"12436","眾鑫國際旅行社","澳門宋玉生廣場180號東南亞商業中心9樓T單位","+853 2872 3929"
"155","荷花國際旅行社有限公司","澳門海港街63號澳門國際中心I (第一座) ""BU""地下","+853 2857 6535"
"145","通寶旅運集團(澳門)有限公司","氹仔澳門國際機場客運大樓抵境樓層1053G室","+853 2888 1228"
"11194","凱悅旅遊集團","澳門羅理基博士大馬路600-E號第一國際商業中心16樓P16-07","+853 2833 8882"
"14488","博思國際旅行社","澳門羅理基博士大馬路600-E號第一國際商業中心21樓P21-07室","+853 8893 9868"
"14323","喜悅國際旅遊有限公司","澳門北京街126號怡德商業中心7樓B座","+853 2881 1256"
"10664","富運旅行社有限公司","澳門北京街230、244及246號澳門金融中心16樓G座","+853 2871 8798"
"12675","富達旅遊澳門有限公司","澳門畢仕達大馬路26及54-B號中福商業中心9樓A座01室","+853 2831 5870"
"13616","尊翔旅遊","澳門北京街174號廣發商業中心12樓A","+853 2831 1868"
"43","惠海旅遊有限公司","澳門北京街174號廣發商業大廈8樓G座","+853 2875 7505, +853 2831 8822"
"10963","惠嘉國際旅遊(澳門)有限公司","澳門菜園涌巷5號錦江之星地下B座","+853 2822 7760"
"13784","港珠澳旅遊有限公司","澳門北京街126號怡德商業中心20樓B室","+853 2823 3882"
"42","華國旅遊社有限公司","澳門友誼大馬路918及920號世界貿易中心大廈8樓D座","+853 2872 6181, +853 2833 6789"
"13836","華逸旅遊有限公司","澳門羅保博士街1及3號澳門國際銀行大廈15樓 ""C""","+853 2827 0189"
"107","華楊旅遊有限公司","澳門北京街230、244及246號澳門金融中心13樓K","+853 2878 7138"
"12448","陽光旅遊有限公司","澳門北京街126號怡德商業中心9樓F座","+853 2878 7309"
"14607","雅聚國際旅業(澳門)有限公司","澳門宋玉生廣場180號東南亞商業中心11樓U座",""
"1","愛都旅行社有限公司","澳門外港客運碼頭1622至1628舖","+853 2872 6630"
"11200","新星國際旅遊有限公司","澳門北京街230、244及246號澳門金融中心11樓N座","+853 2823 6982"
"14287","新康泰國際旅行社有限公司","澳門南灣大馬路762及804號及約翰四世大馬路2及6號中華廣場14樓D","+853 2884 2998"
"12785","新盛國際旅遊有限公司","澳門美的路主教街2號祐欣大廈閣樓 (M層) F座","+853 2899 9979"
"11988","新漢威旅行社","澳門新口岸宋玉生廣場181-187號光輝(集團)商業中心10樓U座","+853 2875 1030"
"12646","新澳遊旅行社有限公司","澳門羅馬街12號東南亞商業中心地下W座及閣樓","+853 2850 8989"
"12807","新環亞旅行社有限公司","澳門黑沙環馬路17號江海花園地下O座及閣仔","+853 2852 0313"
"12239","萬里遊國際旅行社(澳門)有限公司","澳門北京街126號怡德商業中心7樓A","+853 2857 5722"
"11252","萬佳旅行社有限公司","澳門文第士街36-E號永和大廈地下及閣樓","+853 2852 4895"
"10604","萬嘉旅遊有限公司","澳門宋玉生廣場181及187號光輝(集團)商業中心14樓“V”座","+853 2872 1821"
"12708","裕濠旅遊有限公司","澳門北京街230、244及246號及宋玉生廣場619-A號澳門金融中心10樓 ""E"" 室","+853 2870 0681"
"79","運通環球旅遊有限公司","澳門祐漢第二街22號勝意樓地下B064","+853 2840 0168"
"14348","達陞國際旅遊有限公司","澳門麻子街30-B號萬新大廈地下 ""C"" 座及閣仔","+853 2888 3384"
"14391","達游國際旅行社有限公司","澳門羅理基博士大馬路600-E號第一國際商業中心1樓P1-01","+853 2840 0908"
"12911","達榮國際旅遊有限公司","澳門北京街230、244及246號澳門金融中心5樓F室","+853 2870 0237"
"66","嘉明旅遊有限公司","澳門南灣大馬路429號南灣商業中心12樓1202室","+853 2855 0122"
"117","嘉盛旅遊有限公司","澳門黑沙環馬路40號E錦綉花園地下及閣樓I舖","+853 2841 5522"
"13838","精彩假期 (澳門) 國際旅遊有限公司","澳門柴船尾街61-A號麗成大廈 ""B""地下","+853 2835 1706"
"13436","聚星旅遊有限公司","澳門冼星海大馬路349號南岸花園地下BA座及一樓","+853 2878 3850"
"14430","酷遊國際旅遊有限公司","澳門北京街230、244及246號及宋玉生廣場619-A號澳門金融中心15樓G","+853 2852 5121"
"89","廣東永信旅運","澳門北京街230、244及246號澳門金融中心8樓I座","+853 2878 5668"
"167","澳之旅國際旅行社有限公司","澳門水坑尾街78號中建商業大廈2樓207、208、209、210及211室","+853 2832 3456"
"102","澳門中國國際旅行社有限公司","橫琴島澳門大學新校區中央商業區薈萃坊一樓1004室","+853 2850 6223"
"12732","澳門友利旅遊娛樂有限公司","澳門宋玉生廣場258號建興龍廣場6樓A座","+853 2850 9025"
"131","澳門里程國際旅行社有限公司","澳門北京街230、244及246號澳門金融中心9樓M座","+853 2870 0656"
"14097","澳門金禧旅遊有限公司","澳門宋玉生廣場249、255及263號中土大廈6樓K","+853 2831 1311"
"125","澳門海外旅遊有限公司","澳門羅理基博士大馬路223-225號南光大廈8樓 ""B""","+853 8799 8862"
"172","澳門假期旅行社","澳門宋玉生廣場180號東南亞商業中心11樓A座","+853 2897 3131"
"13120","澳門理想假期(國際)旅遊有限公司","澳門勞動節大馬路161-253號廣福祥花園第七座1樓EI、EJ、EK及EL座","+853 2882 5799"
"84","澳信旅遊有限公司","澳門羅理基博士大馬路600-E號第一國際商業中心18樓1801-1802室","+853 2870 2313"
"14354","澳遊天下旅行社有限公司","澳門羅理基博士大馬路600-E號第一國際商業中心P13-05","+853 2888 8828"
"14330","錦泉(澳門)旅行社有限公司","澳門北京街126號怡德商業中心7樓C座","+853 2856 3272"
"10947","錦澳旅行社","澳門羅理基博士大馬路600-E號第一國際中心6樓""P6-01""室","+853 2870 6030"
"14506","懋瀚旅行社 (澳門)","澳門上海街175號澳門中華總商會大廈19樓K","+853 2893 9707"
"12326","濠江旅行社有限公司","澳門北京街230-246號金融中心8樓G座","+853 2888 3322"
"10942","環球旅遊","澳門北京街174號廣發商業中心12樓G座","+853 2870 0047"
"78","韓澳旅行社有限公司","澳門羅理基博士大馬路600-E號第一國際商業中心19樓1907-08室","+853 8799 9977"
"11046","韓龍旅遊","澳門宋玉生廣場336，342號富達花園誠豐商業中心5樓G","+853 2871 5662"
"14544","駿領旅遊","澳門冼星海大馬路105號金龍中心7樓F室","+853 2828 0128"
"13360","藝良旅遊有限公司","澳門聖庇道街42號惠寶大廈地下J座","+853 2823 1111"
"14332","灃順(澳門)國際旅行社有限公司","澳門北京街126號怡德商業中心14樓F座","+853 2840 1198"
"12540","鑫暉旅行社有限公司","澳門沙梨頭南街19號華寶商業中心7樓A座","+853 2836 9988"
"14286","A&I旅行社有限公司","澳門青洲河邊馬路242號地下A","+853 2845 4181"
"168","AA 旅遊有限公司","澳門友誼大馬路918號世界貿易中心9樓A","+853 2875 0593"
"106","C & C (國際)旅遊有限公司","澳門羅理基博士大馬路600-E號第一國際商業中心17樓P17-02","+853 2827 7777"
"11195","H.I.S.(澳門)旅遊一人有限公司","澳門上海街175號澳門中華總商會大廈18樓K室","+853 2870 0331"
"94","JBC旅運(澳門)有限公司","澳門三巴仔街2號地下及閣樓","+853 2853 0303"
"12928","VT旅行社有限公司","澳門北京街230、244及246號澳門金融中心11樓G","+853 2850 0299"
