"102","澳門中國國際旅行社有限公司","澳門巴掌圍斜巷19號南粵商業中心五樓","+853 8394 0209","No","星級旅遊服務金獎 - 境內服務;星級旅遊服務商戶獎;特別主題獎 - 誠信經營獎","40"
"102","澳門中國國際旅行社有限公司","澳門馬統領巷12號利高大廈及利富大廈地下T座","+853 2828 0725","No","星級旅遊服務商戶獎","40"
"12427","澳門易達假期國際旅行社有限公司","澳門北京街126號怡德商業中心17樓D","+853 2878 9936","No","星級旅遊服務商戶獎","40"
"17","澳門信德國旅旅行社有限公司","澳門新口岸友誼大馬路外港客運碼頭1樓1632至1635室及1646至1649室","+853 8296 2633","No","星級旅遊服務商戶獎","40"
"30","澳門拱北旅遊發展有限公司","澳門 宋玉生廣場 249-263號 百德大廈（中土）5楼K","+853 2855 2355","No","星級旅遊服務金獎 - 境內服務;星級旅遊服務商戶獎","40"
"14255","澳門通旅行社有限公司","澳門宋玉生廣場330號富達花園地下AY座","+853 2878 7873","No","星級旅遊服務商戶獎","40"
"12734","澳門葡京旅行社有限公司","澳門勞動節大馬路358號及黑沙環新街307號金海山花園第11座地下D及閣仔","+853 2883 5427","No","星級旅遊服務商戶獎","40"
"80","澳門錦倫旅行社有限公司","澳門水坑尾街179號地下","+853 2833 6611","No","星級旅遊服務金獎 - 境內服務;星級旅遊服務商戶獎","40"
"116","環宇國際旅運有限公司","澳門羅理基博士大馬路600-E號第一國際商業中心19樓1901-1906室","+853 8799 9999","No","星級旅遊服務商戶獎","40"
"13661","環球國際旅遊有限公司","澳門美麗街21及21-A號怡美大廈1樓A","+853 2885 5133","No","星級旅遊服務商戶獎","40"
"12988","瀛海旅遊有限公司","澳門北京街126號怡德商業中心23樓D室","+853 6570 8558","No","星級旅遊服務商戶獎","40"
"67","DESTINATION MANAGEMENT (MACAU)","澳門新口岸高美士街576號鴻安中心第二座18樓K室","+853 2872 5590","No","星級旅遊服務商戶獎","40"
"5","STDM 旅行社有限公司","澳門友誼大馬路549、555、561及567號澳門置地廣場P10-08","+853 2871 0360","No","星級旅遊服務商戶獎;特別主題獎 - 星級團隊培訓獎","40"
